date,equity
2023-01-02,548603.49
2023-01-03,530369.61
2023-01-04,527447.07
2023-01-05,530291.07
2023-01-06,530602.79
2023-01-09,583865.35
2023-01-10,587984.38
2023-01-11,589608.41
2023-01-12,598630.61
2023-01-13,599676.89
2023-01-16,663100.21
2023-01-17,658244.53
2023-01-18,660544.62
2023-01-19,664286.38
2023-01-20,669877.48
2023-01-23,761259.00
2023-01-24,758652.50
2023-01-25,764148.60
2023-01-26,771755.76
2023-01-27,773517.86
2023-01-30,958888.25
2023-01-31,960265.33
2023-02-01,965250.03
2023-02-02,958970.98
2023-02-03,948952.03
2023-02-06,1194894.19
2023-02-07,1196648.27
2023-02-08,1189836.91
2023-02-09,1198435.84
2023-02-10,1188448.93
2023-02-13,1542580.59
2023-02-14,1543100.38
2023-02-15,1544522.99
2023-02-16,1546832.92
2023-02-17,1548507.97
2023-02-22,1546347.92
2023-02-23,1539563.24
2023-02-24,1540773.03
2023-02-27,1935036.10
2023-02-28,1911962.89
2023-03-01,1907789.41
2023-03-02,1900917.98
2023-03-03,1893451.27
2023-03-06,2302957.17
2023-03-07,2333974.24
2023-03-08,2336664.22
2023-03-09,2337711.97
2023-03-10,2335350.85
2023-03-13,2766327.49
2023-03-14,2805188.84
2023-03-15,2804091.15
2023-03-16,2814706.35
2023-03-17,2825932.94
2023-03-20,3229395.79
2023-03-21,3176638.64
2023-03-22,3168545.85
2023-03-23,3155420.86
2023-03-24,3090474.27
2023-03-27,3392747.21
2023-03-28,3416557.51
2023-03-29,3436854.82
2023-03-30,3452326.54
2023-03-31,3467009.49
2023-04-03,3915392.04
2023-04-04,3892030.03
2023-04-05,3939571.77
2023-04-06,3925414.90
2023-04-10,5063916.20
2023-04-11,5091011.20
2023-04-12,5161848.19
2023-04-13,5238058.42
2023-04-14,5241961.45
2023-04-17,7536250.52
2023-04-18,7548884.13
2023-04-19,7510442.65
2023-04-20,7420830.88
2023-04-24,7459460.13
2023-04-25,7471987.32
2023-04-26,7477788.66
2023-04-27,7351002.40
2023-04-28,7369356.17
2023-05-02,7377858.61
2023-05-03,7348431.75
2023-05-04,7341392.12
2023-05-05,7354088.86
2023-05-08,9695924.42
2023-05-09,9818475.29
2023-05-10,9808513.26
2023-05-11,9837515.10
2023-05-12,9894372.82
2023-05-15,12250865.02
2023-05-16,12355869.28
2023-05-17,12280599.66
