date,cash
2023-06-05,220112.74
2023-06-06,220112.74
2023-06-07,220112.74
2023-06-09,220112.74
2023-06-12,220112.74
2023-06-13,220112.74
2023-06-14,220112.74
2023-06-15,220112.74
2023-06-16,220112.74
2023-06-19,220112.74
2023-06-20,220112.74
2023-06-21,220112.74
2023-06-22,220112.74
2023-06-23,220112.74
2023-06-26,220112.74
2023-06-27,220112.74
2023-06-28,220112.74
2023-06-29,220112.74
2023-06-30,220112.74
2023-07-03,220112.74
2023-07-04,220112.74
2023-07-05,220112.74
2023-07-06,220112.74
2023-07-07,220112.74
2023-07-10,220112.74
2023-07-11,220112.74
2023-07-12,220112.74
2023-07-13,220112.74
2023-07-14,220112.74
2023-07-17,220112.74
2023-07-18,220112.74
2023-07-19,220112.74
2023-07-20,220112.74
2023-07-21,220112.74
2023-07-24,220112.74
2023-07-25,220112.74
2023-07-26,220112.74
2023-07-27,220112.74
2023-07-28,220112.74
2023-07-31,220112.74
2023-08-01,220112.74
2023-08-02,220112.74
2023-08-03,220112.74
2023-08-04,220112.74
2023-08-07,220112.74
2023-08-08,220112.74
2023-08-09,220112.74
2023-08-10,220112.74
2023-08-11,220112.74
2023-08-14,220112.74
2023-08-15,220112.74
2023-08-16,220112.74
2023-08-17,220112.74
2023-08-18,220112.74
2023-08-21,220112.74
2023-08-22,220112.74
2023-08-23,268322.89
2023-08-24,268322.89
2023-08-25,268322.89
2023-08-28,268322.89
2023-08-29,268322.89
2023-08-30,268322.89
2023-08-31,268322.89
2023-09-01,268322.89
2023-09-04,268322.89
2023-09-05,268322.89
2023-09-06,304951.73
2023-09-08,304951.73
2023-09-11,304951.73
2023-09-12,304951.73
2023-09-13,304951.73
2023-09-14,304951.73
2023-09-15,304951.73
2023-09-18,304951.73
2023-09-19,304951.73
2023-09-20,304951.73
2023-09-21,304951.73
2023-09-22,304951.73
2023-09-25,152260.96
2023-09-26,152260.96
2023-09-27,291321.72
2023-09-28,291321.72
2023-09-29,441491.15
2023-10-02,220422.49
2023-10-03,220422.49
2023-10-04,220422.49
2023-10-05,444622.98
2023-10-06,444622.98
2023-10-09,221983.53
2023-10-10,221983.53
2023-10-11,221983.53
2023-10-13,442811.27
2023-10-16,221076.48
2023-10-17,221076.48
2023-10-18,221076.48
2023-10-19,221076.48
2023-10-20,221076.48
2023-10-23,221076.48
2023-10-24,221076.48
2023-10-25,221076.48
2023-10-26,221076.48
2023-10-27,221076.48
2023-10-30,221076.48
2023-10-31,221076.48
2023-11-01,221076.48
2023-11-03,221076.48
2023-11-06,221076.48
2023-11-07,221076.48
2023-11-08,221076.48
2023-11-09,221076.48
2023-11-10,221076.48
2023-11-13,221076.48
2023-11-14,221076.48
2023-11-16,221076.48
2023-11-17,221076.48
2023-11-20,221076.48
2023-11-21,221076.48
2023-11-22,221076.48
2023-11-23,221076.48
2023-11-24,221076.48
2023-11-27,110383.02
2023-11-28,110423.67
2023-11-29,110423.67
2023-11-30,110423.67
2023-12-01,110423.67
2023-12-04,110423.67
2023-12-05,110423.67
2023-12-06,110423.67
2023-12-07,110423.67
2023-12-08,110423.67
2023-12-11,110423.67
2023-12-12,110423.67
2023-12-13,110423.67
2023-12-14,110423.67
2023-12-15,110423.67
2023-12-18,110423.67
2023-12-19,110423.67
2023-12-20,110423.67
2023-12-21,110423.67
2023-12-22,110423.67
2023-12-26,110423.67
2023-12-27,110423.67
2023-12-28,110423.67
2024-01-02,110423.67
2024-01-03,110423.67
2024-01-04,110423.67
2024-01-05,110423.67
2024-01-08,110423.67
2024-01-09,110423.67
2024-01-10,110423.67
2024-01-11,110423.67
2024-01-12,110423.67
2024-01-15,110423.67
2024-01-16,182910.65
2024-01-17,240798.52
2024-01-18,287251.23
2024-01-19,324051.94
2024-01-22,353371.06
2024-01-23,376784.06
2024-01-24,395441.56
2024-01-25,395441.56
2024-01-26,395441.56
2024-01-29,395441.56
2024-01-30,395441.56
2024-01-31,395441.56
2024-02-01,395441.56
2024-02-02,395441.56
2024-02-05,395441.56
2024-02-06,395441.56
2024-02-07,395441.56
2024-02-08,395441.56
2024-02-09,395441.56
2024-02-14,440120.19
2024-02-15,440120.19
2024-02-16,440120.19
2024-02-19,219730.12
2024-02-20,219730.12
2024-02-21,219730.12
2024-02-22,219730.12
2024-02-23,219730.12
2024-02-26,219730.12
2024-02-27,219730.12
2024-02-28,219730.12
2024-02-29,219730.12
2024-03-01,219730.12
2024-03-04,219730.12
2024-03-05,219730.12
2024-03-06,219730.12
2024-03-07,219768.80
2024-03-08,219768.80
2024-03-11,109732.09
2024-03-12,109732.09
2024-03-13,109732.09
2024-03-14,220053.30
2024-03-15,220053.30
2024-03-18,109868.95
2024-03-19,109868.95
2024-03-20,109868.95
2024-03-21,109868.95
2024-03-22,109868.95
2024-03-25,54854.36
2024-03-26,54854.36
2024-03-27,76364.04
2024-03-28,76364.04
2024-04-01,76364.04
2024-04-02,76364.04
2024-04-03,76364.04
2024-04-04,76364.04
2024-04-05,76364.04
2024-04-08,76364.04
2024-04-09,76364.04
2024-04-10,76364.04
2024-04-11,76364.04
2024-04-12,76364.04
2024-04-15,76364.04
2024-04-16,76364.04
2024-04-17,76364.04
2024-04-18,76364.04
2024-04-19,152054.25
2024-04-22,213020.07
2024-04-23,262284.43
2024-04-24,301676.78
2024-04-25,333250.13
2024-04-26,358332.32
2024-04-29,358332.32
2024-04-30,358332.32
2024-05-02,358332.32
2024-05-03,358332.32
2024-05-06,358332.32
2024-05-07,358332.32
2024-05-08,358332.32
2024-05-09,358332.32
2024-05-10,358332.32
2024-05-13,358332.32
2024-05-14,358332.32
2024-05-15,358332.32
2024-05-16,358332.32
2024-05-17,358332.32
2024-05-20,358332.32
2024-05-21,358332.32
2024-05-22,358332.32
2024-05-23,358332.32
2024-05-24,358332.32
2024-05-27,358332.32
2024-05-28,358332.32
2024-05-29,358332.32
2024-05-31,358332.32
2024-06-03,358332.32
2024-06-04,358332.32
2024-06-05,358332.32
2024-06-06,358332.32
2024-06-07,358332.32
2024-06-10,358332.32
2024-06-11,358332.32
2024-06-12,358332.32
2024-06-13,358332.32
2024-06-14,358332.32
2024-06-17,358332.32
2024-06-18,358332.32
2024-06-19,358332.32
2024-06-20,358332.32
2024-06-21,358332.32
2024-06-24,358332.32
2024-06-25,358332.32
2024-06-26,358332.32
2024-06-27,358332.32
2024-06-28,358332.32
2024-07-01,358332.32
2024-07-02,358332.32
2024-07-03,358332.32
2024-07-04,358332.32
2024-07-05,358332.32
2024-07-08,358332.32
2024-07-09,358332.32
2024-07-10,358332.32
2024-07-11,358332.32
2024-07-12,358332.32
2024-07-15,358332.32
2024-07-16,358332.32
2024-07-17,358332.32
2024-07-18,358332.32
2024-07-19,358332.32
2024-07-22,358332.32
2024-07-23,358332.32
2024-07-24,358332.32
2024-07-25,358332.32
2024-07-26,358332.32
2024-07-29,358332.32
2024-07-30,358332.32
2024-07-31,358332.32
2024-08-01,358332.32
2024-08-02,358332.32
2024-08-05,358332.32
2024-08-06,358332.32
2024-08-07,358332.32
2024-08-08,358332.32
2024-08-09,358332.32
2024-08-12,358332.32
2024-08-13,358332.32
2024-08-14,358332.32
2024-08-15,358332.32
2024-08-16,358332.32
2024-08-19,358332.32
2024-08-20,358332.32
2024-08-21,358332.32
2024-08-22,358332.32
2024-08-23,358332.32
2024-08-26,358332.32
2024-08-27,358332.32
2024-08-28,358332.32
2024-08-29,358332.32
2024-08-30,358332.32
2024-09-02,358332.32
2024-09-03,358332.32
2024-09-04,358332.32
2024-09-05,358332.32
2024-09-06,358332.32
2024-09-09,358332.32
2024-09-10,358332.32
2024-09-11,358332.32
2024-09-12,358332.32
2024-09-13,358332.32
2024-09-16,358332.32
2024-09-17,358332.32
2024-09-18,358332.32
2024-09-19,358332.32
2024-09-20,358332.32
2024-09-23,358332.32
2024-09-24,358332.32
2024-09-25,358332.32
2024-09-26,358332.32
2024-09-27,358332.32
2024-09-30,178905.52
2024-10-01,178905.52
2024-10-02,236232.91
2024-10-03,236232.91
2024-10-04,236232.91
2024-10-07,236232.91
2024-10-08,236232.91
2024-10-09,236232.91
2024-10-10,424432.64
2024-10-11,424432.64
2024-10-14,141165.82
2024-10-15,141165.82
2024-10-16,141165.82
2024-10-17,282562.75
2024-10-18,282562.75
2024-10-21,141070.09
2024-10-22,141070.09
2024-10-23,141070.09
2024-10-24,141070.09
2024-10-25,141070.09
2024-10-28,141070.09
2024-10-29,141070.09
2024-10-30,141070.09
2024-10-31,141070.09
2024-11-01,141070.09
2024-11-04,141070.09
2024-11-05,141070.09
2024-11-06,141070.09
2024-11-07,141070.09
2024-11-08,141070.09
2024-11-11,141070.09
2024-11-12,141070.09
2024-11-13,141070.09
2024-11-14,141070.09
2024-11-18,141070.09
2024-11-19,141070.09
2024-11-21,141070.09
2024-11-22,141070.09
2024-11-25,141070.09
2024-11-26,141070.09
2024-11-27,204083.69
2024-11-28,204083.69
2024-11-29,204083.69
2024-12-02,101889.37
2024-12-03,199308.73
2024-12-04,227092.93
2024-12-05,268353.97
2024-12-06,301904.49
2024-12-09,328276.79
2024-12-10,349669.44
2024-12-11,366197.85
2024-12-12,379175.73
2024-12-13,389823.27
2024-12-16,398541.10
2024-12-17,405110.22
2024-12-18,410258.30
2024-12-19,414278.09
2024-12-20,417532.60
2024-12-23,419980.78
2024-12-26,422000.70
2024-12-27,423647.54
2024-12-30,141327.82
2025-01-02,142328.16
2025-01-03,144017.57
2025-01-06,200941.06
2025-01-07,245891.71
2025-01-08,281352.62
2025-01-09,310389.61
2025-01-10,333691.34
2025-01-13,352161.16
2025-01-14,366787.29
2025-01-15,378191.75
2025-01-16,387326.14
2025-01-17,394703.98
2025-01-20,400892.65
2025-01-21,405763.34
2025-01-22,409644.17
2025-01-23,412750.82
2025-01-24,415234.15
2025-01-27,417205.44
2025-01-28,418763.59
2025-01-29,420003.73
2025-01-30,421007.10
2025-01-31,421802.16
2025-02-03,140528.58
2025-02-04,141064.21
2025-02-05,141120.94
2025-02-06,197096.01
2025-02-07,240977.74
2025-02-10,137691.00
2025-02-11,165903.42
2025-02-12,218725.53
2025-02-13,259176.44
2025-02-14,259176.44
2025-02-17,259176.44
2025-02-18,259176.44
2025-02-19,259176.44
2025-02-20,259176.44
2025-02-21,259176.44
2025-02-24,259176.44
2025-02-25,259176.44
2025-02-26,259176.44
2025-02-27,259176.44
2025-02-28,259176.44
2025-03-05,259176.44
2025-03-06,259176.44
2025-03-07,259176.44
2025-03-10,259176.44
2025-03-11,259176.44
2025-03-12,259176.44
2025-03-13,259176.44
2025-03-14,259176.44
2025-03-17,259176.44
2025-03-18,259176.44
2025-03-19,259176.44
2025-03-20,259176.44
2025-03-21,259176.44
2025-03-24,259176.44
2025-03-25,259176.44
2025-03-26,259176.44
2025-03-27,259176.44
2025-03-28,259176.44
2025-03-31,259176.44
2025-04-01,259176.44
2025-04-02,259176.44
2025-04-03,259176.44
2025-04-04,259176.44
2025-04-07,259176.44
2025-04-08,259176.44
2025-04-09,259176.44
2025-04-10,259176.44
2025-04-11,259176.44
2025-04-14,259176.44
2025-04-15,259176.44
2025-04-16,259176.44
2025-04-17,259176.44
2025-04-22,259176.44
2025-04-23,259176.44
2025-04-24,259176.44
2025-04-25,259176.44
2025-04-28,259176.44
2025-04-29,259176.44
2025-04-30,259176.44
2025-05-02,259176.44
2025-05-05,259176.44
2025-05-06,259176.44
2025-05-07,259176.44
2025-05-08,259176.44
2025-05-09,259176.44
2025-05-12,259176.44
2025-05-13,259176.44
2025-05-14,259176.44
2025-05-15,259176.44
2025-05-16,259176.44
2025-05-19,259176.44
2025-05-20,259176.44
2025-05-21,259176.44
2025-05-22,259176.44
2025-05-23,259176.44
2025-05-26,259176.44
2025-05-27,259176.44
2025-05-28,259176.44
2025-05-29,259176.44
2025-05-30,259176.44
2025-06-02,129449.06
2025-06-03,129449.06
2025-06-04,129449.06
2025-06-05,129449.06
2025-06-06,129449.06
2025-06-09,129449.06
2025-06-10,129449.06
2025-06-11,129449.06
2025-06-12,129449.06
2025-06-13,129449.06
2025-06-16,129449.06
2025-06-17,129449.06
2025-06-18,129449.06
2025-06-20,129449.06
2025-06-23,129449.06
2025-06-24,129449.06
2025-06-25,129449.06
2025-06-26,129449.06
2025-06-27,129449.06
2025-06-30,129449.06
2025-07-01,129449.06
2025-07-02,129449.06
2025-07-03,206828.91
2025-07-04,206828.91
2025-07-07,206828.91
2025-07-08,206828.91
2025-07-09,206828.91
2025-07-10,206828.91
2025-07-11,206828.91
2025-07-14,206828.91
2025-07-15,206828.91
2025-07-16,206828.91
2025-07-17,206828.91
2025-07-18,206828.91
2025-07-21,206828.91
2025-07-22,206828.91
2025-07-23,206828.91
2025-07-24,206828.91
2025-07-25,355804.15
2025-07-28,177639.31
2025-07-29,177639.31
2025-07-30,177639.31
2025-07-31,177639.31
2025-08-01,240050.94
2025-08-04,290642.68
2025-08-05,290642.68
2025-08-06,330810.59
2025-08-07,330810.59
2025-08-08,330810.59
2025-08-11,363532.79
2025-08-12,363532.79
2025-08-13,363532.79
2025-08-14,363532.79
2025-08-15,363532.79
2025-08-18,363532.79
2025-08-19,363532.79
2025-08-20,363532.79
2025-08-21,363532.79
2025-08-22,363532.79
2025-08-25,363532.79
2025-08-26,363532.79
2025-08-27,363532.79
2025-08-28,363532.79
2025-08-29,363532.79
2025-09-01,363532.79
2025-09-02,363532.79
2025-09-03,363532.79
2025-09-04,363532.79
2025-09-05,363532.79
2025-09-08,363532.79
2025-09-09,363532.79
2025-09-10,363532.79
2025-09-11,363532.79
2025-09-12,363532.79
2025-09-15,363532.79
2025-09-16,363532.79
2025-09-17,363532.79
2025-09-18,363532.79
2025-09-19,363532.79
2025-09-22,363532.79
2025-09-23,363532.79
2025-09-24,363532.79
2025-09-25,363532.79
2025-09-26,363532.79
2025-09-29,363532.79
2025-09-30,363532.79
2025-10-01,363532.79
2025-10-02,363532.79
2025-10-03,363532.79
2025-10-06,363532.79
2025-10-07,363532.79
2025-10-08,363532.79
2025-10-09,363532.79
2025-10-10,363532.79
2025-10-13,363532.79
2025-10-14,363532.79
2025-10-15,363532.79
2025-10-16,363532.79
2025-10-17,363532.79
2025-10-20,363532.79
2025-10-21,363532.79
2025-10-22,363532.79
2025-10-23,363532.79
2025-10-24,363532.79
2025-10-27,363532.79
2025-10-28,363532.79
2025-10-29,363532.79
2025-10-30,363532.79
2025-10-31,363532.79
2025-11-03,363532.79
2025-11-04,363532.79
2025-11-05,363532.79
2025-11-06,363532.79
2025-11-07,363532.79
2025-11-10,363532.79
2025-11-11,363532.79
2025-11-12,363532.79
2025-11-13,363532.79
2025-11-14,363532.79
2025-11-17,363532.79
2025-11-18,363532.79
2025-11-19,363532.79
2025-11-21,363532.79
2025-11-24,363532.79
2025-11-25,363532.79
2025-11-26,363532.79
2025-11-27,363532.79
2025-11-28,363532.79
2025-12-01,363532.79
2025-12-02,363532.79
2025-12-03,363532.79
2025-12-04,363532.79
2025-12-05,363532.79
2025-12-08,363532.79
2025-12-09,363532.79
2025-12-10,363532.79
2025-12-11,363532.79
2025-12-12,363532.79
2025-12-15,363532.79
2025-12-16,363532.79
2025-12-17,363532.79
2025-12-18,363532.79
2025-12-19,363532.79
2025-12-22,363532.79
2025-12-23,363532.79
2025-12-26,363532.79
2025-12-29,363532.79
2025-12-30,363532.79
2026-01-02,363532.79
2026-01-05,363532.79
2026-01-06,363532.79
2026-01-07,363532.79
2026-01-08,363532.79
2026-01-09,363532.79
2026-01-12,363532.79
2026-01-13,363532.79
2026-01-14,363532.79
2026-01-15,363532.79
2026-01-16,363532.79
2026-01-19,363532.79
2026-01-20,363532.79
2026-01-21,363532.79
2026-01-22,363532.79
