date,ticker,drawdown_20d,drawdown_60d,vol_60d_over_vol_252d,soft_stop,hard_stop,metrics_used_asof
2023-01-03,ABEV3.SA,0.11588783458521168,0.15232976258066777,,False,False,"{""drawdown_20d"": 0.11588783458521168, ""drawdown_60d"": 0.15232976258066777, ""vol_60d_over_vol_252d"": NaN}"
2023-01-03,EQTL3.SA,0.03995596987891714,0.1287425180132432,,False,False,"{""drawdown_20d"": 0.03995596987891714, ""drawdown_60d"": 0.1287425180132432, ""vol_60d_over_vol_252d"": NaN}"
2023-01-03,TIMS3.SA,0.07131783748058462,0.12554746649453197,,False,False,"{""drawdown_20d"": 0.07131783748058462, ""drawdown_60d"": 0.12554746649453197, ""vol_60d_over_vol_252d"": NaN}"
2023-01-03,ELET3.SA,0.0758196301272156,0.21291447754920823,,False,False,"{""drawdown_20d"": 0.0758196301272156, ""drawdown_60d"": 0.21291447754920823, ""vol_60d_over_vol_252d"": NaN}"
2023-01-03,CPLE6.SA,0.048567952223534716,0.12585811145625725,,False,False,"{""drawdown_20d"": 0.048567952223534716, ""drawdown_60d"": 0.12585811145625725, ""vol_60d_over_vol_252d"": NaN}"
2023-01-03,CMIG4.SA,0.03621911058730909,0.08010117664841954,,False,False,"{""drawdown_20d"": 0.03621911058730909, ""drawdown_60d"": 0.08010117664841954, ""vol_60d_over_vol_252d"": NaN}"
2023-01-03,RADL3.SA,0.03325025284023242,0.1216012610213707,,False,False,"{""drawdown_20d"": 0.03325025284023242, ""drawdown_60d"": 0.1216012610213707, ""vol_60d_over_vol_252d"": NaN}"
2023-01-03,ITUB4.SA,0.0634799063364131,0.21152607142427726,,False,False,"{""drawdown_20d"": 0.0634799063364131, ""drawdown_60d"": 0.21152607142427726, ""vol_60d_over_vol_252d"": NaN}"
2023-01-03,RAIL3.SA,0.07780677810961334,0.2023486750560144,,False,False,"{""drawdown_20d"": 0.07780677810961334, ""drawdown_60d"": 0.2023486750560144, ""vol_60d_over_vol_252d"": NaN}"
2023-01-03,ITSA4.SA,0.032407354790284004,0.15477940316961192,,False,False,"{""drawdown_20d"": 0.032407354790284004, ""drawdown_60d"": 0.15477940316961192, ""vol_60d_over_vol_252d"": NaN}"
