date,cash
2023-06-05,131716.13
2023-06-06,131902.83
2023-06-07,131991.10
2023-06-09,400866.85
2023-06-12,133333.58
2023-06-13,133337.67
2023-06-14,133337.67
2023-06-15,403141.41
2023-06-16,403141.41
2023-06-19,134094.30
2023-06-20,134094.30
2023-06-21,134094.30
2023-06-22,406439.47
2023-06-23,406439.47
2023-06-26,135181.73
2023-06-27,135181.73
2023-06-28,135181.73
2023-06-29,403210.31
2023-06-30,403210.31
2023-07-03,134105.73
2023-07-04,134105.73
2023-07-05,134105.73
2023-07-06,407112.18
2023-07-07,407112.18
2023-07-10,135406.19
2023-07-11,135406.19
2023-07-12,135406.19
2023-07-13,401123.47
2023-07-14,401123.47
2023-07-17,133414.26
2023-07-18,133414.26
2023-07-19,133414.26
2023-07-20,401527.80
2023-07-21,401527.80
2023-07-24,133542.01
2023-07-25,133542.01
2023-07-26,133542.01
2023-07-27,402698.82
2023-07-28,402698.82
2023-07-31,133949.65
2023-08-01,133949.65
2023-08-02,133949.65
2023-08-03,406069.96
2023-08-04,406069.96
2023-08-07,135064.79
2023-08-08,135064.79
2023-08-09,135064.79
2023-08-10,403246.46
2023-08-11,403246.46
2023-08-14,134125.78
2023-08-15,134125.78
2023-08-16,134125.78
2023-08-17,395719.09
2023-08-18,395718.27
2023-08-21,98690.62
2023-08-22,98690.62
2023-08-23,98690.62
2023-08-24,390895.62
2023-08-25,390895.62
2023-08-28,97471.16
2023-08-29,97471.16
2023-08-30,97471.16
2023-08-31,398827.98
2023-09-01,398827.98
2023-09-04,99440.75
2023-09-05,99440.75
2023-09-06,99440.75
2023-09-08,393606.38
2023-09-11,98140.78
2023-09-12,98140.78
2023-09-13,98140.78
2023-09-14,399344.70
2023-09-15,399344.70
2023-09-18,99569.98
2023-09-19,99569.98
2023-09-20,99569.98
2023-09-21,395955.78
2023-09-22,395955.78
2023-09-25,98728.43
2023-09-26,98728.43
2023-09-27,98728.43
2023-09-28,394258.65
2023-09-29,424625.34
2023-10-02,90706.91
2023-10-03,90706.91
2023-10-04,90706.91
2023-10-05,445908.41
2023-10-06,445908.41
2023-10-09,88918.34
2023-10-10,88918.34
2023-10-11,88918.34
2023-10-13,447076.46
2023-10-16,89153.59
2023-10-17,89153.59
2023-10-18,89153.59
2023-10-19,312709.13
2023-10-20,422748.07
2023-10-23,108098.55
2023-10-24,113490.17
2023-10-25,116192.40
2023-10-26,443491.61
2023-10-27,444168.85
2023-10-30,110835.72
2023-10-31,111003.18
2023-11-01,111075.65
2023-11-03,441802.98
2023-11-06,110166.01
2023-11-07,110165.41
2023-11-08,110165.05
2023-11-09,325037.23
2023-11-10,325037.23
2023-11-13,108117.64
2023-11-14,108117.64
2023-11-16,108117.64
2023-11-17,211854.16
2023-11-20,105773.77
2023-11-21,105773.77
2023-11-22,105773.77
2023-11-23,211790.57
2023-11-24,211790.57
2023-11-27,70469.05
2023-11-28,70469.05
2023-11-29,70469.05
2023-11-30,212274.54
2023-12-01,212274.54
2023-12-04,70608.75
2023-12-05,70608.75
2023-12-06,70608.75
2023-12-07,209931.34
2023-12-08,209931.34
2023-12-11,69833.34
2023-12-12,69833.34
2023-12-13,69833.34
2023-12-14,208408.65
2023-12-15,208408.65
2023-12-18,69321.38
2023-12-19,69321.38
2023-12-20,69321.38
2023-12-21,175221.26
2023-12-22,192788.35
2023-12-26,201483.22
2023-12-27,205829.21
2023-12-28,207987.16
2024-01-02,209094.18
2024-01-03,209646.73
2024-01-04,209899.61
2024-01-05,210038.31
2024-01-08,104893.28
2024-01-09,104919.19
2024-01-10,104919.19
2024-01-11,212119.45
2024-01-12,212119.45
2024-01-15,105912.72
2024-01-16,105912.72
2024-01-17,105912.72
2024-01-18,159035.01
2024-01-19,240740.70
2024-01-22,281760.04
2024-01-23,302135.39
2024-01-24,305404.86
2024-01-25,307015.73
2024-01-26,307804.29
2024-01-29,308192.01
2024-01-30,308381.39
2024-01-31,308479.87
2024-02-01,308515.94
2024-02-02,308536.43
2024-02-05,154040.16
2024-02-06,154040.16
2024-02-07,154043.00
2024-02-08,306892.27
2024-02-09,306892.27
2024-02-14,306896.21
2024-02-15,306896.21
2024-02-16,306896.21
2024-02-19,102070.36
2024-02-20,102070.36
2024-02-21,102070.36
2024-02-22,256532.59
2024-02-23,282803.49
2024-02-26,147614.00
2024-02-27,154035.20
2024-02-28,157197.05
2024-02-29,305681.30
2024-03-01,306474.52
2024-03-04,102066.22
2024-03-05,102258.48
2024-03-06,115246.32
2024-03-07,317350.12
2024-03-08,317367.59
2024-03-11,105553.19
2024-03-12,105552.27
2024-03-13,105552.27
2024-03-14,317324.62
2024-03-15,317324.62
2024-03-18,105538.03
2024-03-19,105538.03
2024-03-20,105538.03
2024-03-21,157894.28
2024-03-22,184177.79
2024-03-25,184177.79
2024-03-26,184177.79
2024-03-27,197352.73
2024-03-28,255006.15
2024-04-01,258242.55
2024-04-02,258242.55
2024-04-03,258242.55
2024-04-04,258242.55
2024-04-05,258242.55
2024-04-08,258242.55
2024-04-09,258242.55
2024-04-10,258242.55
2024-04-11,258242.55
2024-04-12,258242.55
2024-04-15,258242.55
2024-04-16,258242.55
2024-04-17,258242.55
2024-04-18,258288.07
2024-04-19,258305.43
2024-04-22,128969.70
2024-04-23,128991.25
2024-04-24,128991.25
2024-04-25,258965.75
2024-04-26,258965.75
2024-04-29,86131.98
2024-04-30,86151.72
2024-05-02,86151.72
2024-05-03,260107.35
2024-05-06,86518.01
2024-05-07,86518.01
2024-05-08,86518.01
2024-05-09,173012.15
2024-05-10,173012.15
2024-05-13,86380.78
2024-05-14,127058.33
2024-05-15,147565.27
2024-05-16,202314.67
2024-05-17,230225.00
2024-05-20,244285.38
2024-05-21,251328.84
2024-05-22,254790.30
2024-05-23,256529.38
2024-05-24,257386.04
2024-05-27,257774.50
2024-05-28,257953.39
2024-05-29,258054.43
2024-05-31,258088.76
2024-06-03,93899.77
2024-06-04,105944.85
2024-06-05,111993.20
2024-06-06,304163.32
2024-06-07,304163.32
2024-06-10,101168.77
2024-06-11,101168.77
2024-06-12,101168.77
2024-06-13,303660.64
2024-06-14,303660.64
2024-06-17,101510.14
2024-06-18,102219.91
2024-06-19,102580.27
2024-06-20,254975.94
2024-06-21,280932.04
2024-06-24,101950.91
2024-06-25,101950.91
2024-06-26,101950.91
2024-06-27,305891.71
2024-06-28,305891.71
2024-07-01,101762.39
2024-07-02,101762.39
2024-07-03,101762.39
2024-07-04,256459.95
2024-07-05,282808.15
2024-07-08,147799.62
2024-07-09,154579.02
2024-07-10,157940.61
2024-07-11,234665.50
2024-07-12,272786.84
2024-07-15,292032.50
2024-07-16,301942.19
2024-07-17,307096.12
2024-07-18,309632.23
2024-07-19,310912.08
2024-07-22,311533.08
2024-07-23,311824.22
2024-07-24,311970.36
2024-07-25,312039.27
2024-07-26,312062.76
2024-07-29,312074.79
2024-07-30,312075.67
2024-07-31,312075.67
2024-08-01,312075.67
2024-08-02,312075.67
2024-08-05,312075.67
2024-08-06,312075.67
2024-08-07,312075.67
2024-08-08,312075.67
2024-08-09,312075.67
2024-08-12,313644.78
2024-08-13,314423.65
2024-08-14,314423.65
2024-08-15,314423.65
2024-08-16,314423.65
2024-08-19,314423.65
2024-08-20,314423.65
2024-08-21,314423.65
2024-08-22,314423.65
2024-08-23,314423.65
2024-08-26,314423.65
2024-08-27,314423.65
2024-08-28,314423.65
2024-08-29,314425.13
2024-08-30,314425.13
2024-09-02,156981.69
2024-09-03,156981.69
2024-09-04,156981.69
2024-09-05,156981.69
2024-09-06,156981.69
2024-09-09,156981.69
2024-09-10,156981.69
2024-09-11,156981.69
2024-09-12,156981.69
2024-09-13,156981.69
2024-09-16,156981.69
2024-09-17,156981.69
2024-09-18,156981.69
2024-09-19,156981.69
2024-09-20,156981.69
2024-09-23,78376.43
2024-09-24,78376.43
2024-09-25,79107.32
2024-09-26,229788.08
2024-09-27,265785.54
2024-09-30,94432.67
2024-10-01,94432.67
2024-10-02,94432.67
2024-10-03,198711.78
2024-10-04,203307.52
2024-10-07,123941.33
2024-10-08,146274.73
2024-10-09,157525.32
2024-10-10,285814.78
2024-10-11,285814.78
2024-10-14,144101.03
2024-10-15,201804.69
2024-10-16,202500.93
2024-10-17,349128.88
2024-10-18,349128.88
2024-10-21,174305.48
2024-10-22,174305.48
2024-10-23,174305.48
2024-10-24,348585.23
2024-10-25,348585.23
2024-10-28,174033.61
2024-10-29,174033.61
2024-10-30,174033.61
2024-10-31,174033.61
2024-11-01,174033.61
2024-11-04,174033.61
2024-11-05,174033.61
2024-11-06,174033.61
2024-11-07,174033.61
2024-11-08,176207.34
2024-11-11,58971.15
2024-11-12,59519.06
2024-11-13,60048.65
2024-11-14,177439.75
2024-11-18,59016.67
2024-11-19,59016.67
2024-11-21,59016.67
2024-11-22,339762.57
2024-11-25,84726.90
2024-11-26,84726.90
2024-11-27,84726.90
2024-11-28,213190.49
2024-11-29,234534.81
2024-12-02,81595.03
2024-12-03,139998.55
2024-12-04,142845.84
2024-12-05,345771.61
2024-12-06,365786.86
2024-12-09,93689.33
2024-12-10,98750.05
2024-12-11,101217.95
2024-12-12,292733.79
2024-12-13,293335.10
2024-12-16,97563.75
2024-12-17,144877.43
2024-12-18,168349.30
2024-12-19,273244.31
2024-12-20,279116.40
2024-12-23,56250.34
2024-12-26,57676.05
2024-12-27,58405.71
2024-12-30,49062.06
2025-01-02,63370.09
2025-01-03,70534.58
2025-01-06,43993.09
2025-01-07,45754.87
2025-01-08,73369.23
2025-01-09,255865.70
2025-01-10,256071.89
2025-01-13,51102.34
2025-01-14,51143.27
2025-01-15,51162.62
2025-01-16,257139.79
2025-01-17,257139.62
2025-01-20,51299.40
2025-01-21,51299.40
2025-01-22,51299.40
2025-01-23,205208.74
2025-01-24,205208.74
2025-01-27,51167.04
2025-01-28,51167.04
2025-01-29,51167.04
2025-01-30,156501.87
2025-01-31,156501.87
2025-02-03,52057.67
2025-02-04,52057.67
2025-02-05,52057.67
2025-02-06,155734.60
2025-02-07,155734.60
2025-02-10,51799.12
2025-02-11,51799.12
2025-02-12,51799.12
2025-02-13,155404.17
2025-02-14,155404.17
2025-02-17,51695.28
2025-02-18,51695.28
2025-02-19,51695.28
2025-02-20,131006.22
2025-02-21,144116.35
2025-02-24,75158.11
2025-02-25,78406.61
2025-02-26,80026.36
2025-02-27,180432.85
2025-02-28,193424.47
2025-03-05,199882.07
2025-03-06,203110.31
2025-03-07,229961.05
2025-03-10,115209.28
2025-03-11,115588.98
2025-03-12,115775.80
2025-03-13,226888.21
2025-03-14,226922.50
2025-03-17,140182.31
2025-03-18,140181.28
2025-03-19,140181.28
2025-03-20,140181.28
2025-03-21,140181.28
2025-03-24,140181.28
2025-03-25,140181.28
2025-03-26,140181.28
2025-03-27,140181.28
2025-03-28,140181.28
2025-03-31,140181.28
2025-04-01,140181.28
2025-04-02,140181.28
2025-04-03,140181.28
2025-04-04,140181.28
2025-04-07,69992.17
2025-04-08,69992.17
2025-04-09,70015.14
2025-04-10,138602.09
2025-04-11,138602.09
2025-04-14,69204.36
2025-04-15,69204.36
2025-04-16,69204.36
2025-04-17,69204.36
2025-04-22,69204.36
2025-04-23,69204.36
2025-04-24,69204.36
2025-04-25,69204.36
2025-04-28,69204.36
2025-04-29,69204.36
2025-04-30,69204.36
2025-05-02,69204.36
2025-05-05,69204.36
2025-05-06,69204.36
2025-05-07,69204.36
2025-05-08,69204.36
2025-05-09,69204.36
2025-05-12,69204.36
2025-05-13,69204.36
2025-05-14,69204.36
2025-05-15,69204.36
2025-05-16,69204.36
2025-05-19,69204.36
2025-05-20,69204.36
2025-05-21,94748.96
2025-05-22,119691.40
2025-05-23,119691.40
2025-05-26,59763.38
2025-05-27,59763.38
2025-05-28,59763.38
2025-05-29,90090.46
2025-05-30,105553.17
2025-06-02,113303.16
2025-06-03,117187.91
2025-06-04,119121.35
2025-06-05,120086.03
2025-06-06,120565.78
2025-06-09,120807.41
2025-06-10,120916.03
2025-06-11,120965.34
2025-06-12,120984.96
2025-06-13,120994.89
2025-06-16,120994.71
2025-06-17,120994.71
2025-06-18,120994.71
2025-06-20,120994.71
2025-06-23,120994.71
2025-06-24,120994.71
2025-06-25,120994.71
2025-06-26,120994.71
2025-06-27,120994.71
2025-06-30,120994.71
2025-07-01,120994.71
2025-07-02,120994.71
2025-07-03,120994.71
2025-07-04,120994.71
2025-07-07,120994.71
2025-07-08,120994.71
2025-07-09,120994.71
2025-07-10,120994.71
2025-07-11,120994.71
2025-07-14,120994.71
2025-07-15,120994.71
2025-07-16,120994.71
2025-07-17,120994.71
2025-07-18,120994.71
2025-07-21,60417.89
2025-07-22,60417.89
2025-07-23,60420.84
2025-07-24,119604.02
2025-07-25,119604.02
2025-07-28,59717.20
2025-07-29,59717.20
2025-07-30,59717.20
2025-07-31,148319.36
2025-08-01,198083.08
2025-08-04,98904.20
2025-08-05,162917.18
2025-08-06,194481.92
2025-08-07,309975.85
2025-08-08,317901.41
2025-08-11,160728.62
2025-08-12,162734.54
2025-08-13,163712.65
2025-08-14,326309.86
2025-08-15,326544.10
2025-08-18,108709.51
2025-08-19,108709.51
2025-08-20,108709.51
2025-08-21,277179.03
2025-08-22,312042.63
2025-08-25,162346.49
2025-08-26,168846.04
2025-08-27,172121.90
2025-08-28,335946.47
2025-08-29,336753.19
2025-09-01,168342.46
2025-09-02,168554.63
2025-09-03,168634.21
2025-09-04,168668.57
2025-09-05,168703.00
2025-09-08,168703.00
2025-09-09,168703.00
2025-09-10,168703.00
2025-09-11,168703.00
2025-09-12,168703.00
2025-09-15,168703.00
2025-09-16,168703.00
2025-09-17,168703.00
2025-09-18,168703.00
2025-09-19,168703.00
2025-09-22,168703.00
2025-09-23,168703.00
2025-09-24,168703.00
2025-09-25,168703.00
2025-09-26,168703.00
2025-09-29,168703.00
2025-09-30,168703.00
2025-10-01,168703.00
2025-10-02,168703.00
2025-10-03,168703.00
2025-10-06,168703.00
2025-10-07,168703.00
2025-10-08,168703.00
2025-10-09,168703.00
2025-10-10,248493.87
2025-10-13,248493.87
2025-10-14,288412.53
2025-10-15,288412.53
2025-10-16,288412.53
2025-10-17,288412.53
2025-10-20,288412.53
2025-10-21,288412.53
2025-10-22,288412.53
2025-10-23,288412.53
2025-10-24,288412.53
2025-10-27,288412.53
2025-10-28,288412.53
2025-10-29,288412.53
2025-10-30,288412.53
2025-10-31,288412.53
2025-11-03,288412.53
2025-11-04,288412.53
2025-11-05,288412.53
2025-11-06,288412.53
2025-11-07,288412.53
2025-11-10,288412.53
2025-11-11,288412.53
2025-11-12,288412.53
2025-11-13,288412.53
2025-11-14,288412.53
2025-11-17,288412.53
2025-11-18,288412.53
2025-11-19,288412.53
2025-11-21,288412.53
2025-11-24,288412.53
2025-11-25,288412.53
2025-11-26,288412.53
2025-11-27,288412.53
2025-11-28,288412.53
2025-12-01,288412.53
2025-12-02,288412.53
2025-12-03,288412.53
2025-12-04,288412.53
2025-12-05,288412.53
2025-12-08,143995.32
2025-12-09,143995.32
2025-12-10,143997.50
2025-12-11,217721.83
2025-12-12,278650.75
2025-12-15,301046.26
2025-12-16,312308.62
2025-12-17,317936.65
2025-12-18,320243.18
2025-12-19,323005.86
2025-12-22,107530.85
2025-12-23,107634.77
2025-12-26,107701.41
2025-12-29,144688.40
2025-12-30,171456.81
2026-01-02,184847.24
2026-01-05,168568.95
2026-01-06,171889.41
2026-01-07,173516.78
2026-01-08,348262.43
2026-01-09,348668.31
2026-01-12,174177.39
2026-01-13,174270.91
2026-01-14,174307.32
2026-01-15,348826.74
2026-01-16,348828.38
2026-01-19,174157.74
2026-01-20,174157.74
2026-01-21,174157.74
2026-01-22,347797.78
