date,ticker,qty
2023-01-02,ABEV3.SA,3442
2023-01-02,AURE3.SA,3393
2023-01-02,B3SA3.SA,3783
2023-01-02,BBAS3.SA,2877
2023-01-02,BBDC4.SA,3297
2023-01-02,BEEF3.SA,3853
2023-01-02,BPAC11.SA,2086
2023-01-02,CMIG4.SA,5822
2023-01-02,COGN3.SA,23518
2023-01-03,AURE3.SA,3393
2023-01-03,CMIG4.SA,5822
2023-01-04,AURE3.SA,3393
2023-01-04,CMIG4.SA,5822
2023-01-05,AURE3.SA,3393
2023-01-06,AURE3.SA,3393
2023-01-09,AURE3.SA,3393
2023-01-09,CPLE6.SA,6379
2023-01-09,ELET3.SA,1172
2023-01-09,EQTL3.SA,1880
2023-01-09,GGBR4.SA,1996
2023-01-09,ITSA4.SA,6274
2023-01-09,ITUB4.SA,2094
2023-01-09,LREN3.SA,2723
2023-01-09,MGLU3.SA,1858
2023-01-10,AURE3.SA,3393
2023-01-10,CPLE6.SA,3190
2023-01-10,EQTL3.SA,940
2023-01-10,ITSA4.SA,6274
2023-01-11,AURE3.SA,3393
2023-01-11,CPLE6.SA,1595
2023-01-11,EQTL3.SA,470
2023-01-11,ITSA4.SA,6274
2023-01-12,AURE3.SA,3393
2023-01-12,CPLE6.SA,798
2023-01-12,EQTL3.SA,235
2023-01-12,ITSA4.SA,6274
2023-01-13,AURE3.SA,3393
2023-01-13,CPLE6.SA,399
2023-01-13,EQTL3.SA,118
2023-01-13,ITSA4.SA,6274
2023-01-16,AURE3.SA,3393
2023-01-16,CPLE6.SA,200
2023-01-16,EQTL3.SA,59
2023-01-16,ITSA4.SA,6274
2023-01-16,PETR3.SA,2259
2023-01-16,PETR4.SA,2545
2023-01-16,PRIO3.SA,1601
2023-01-16,RADL3.SA,2710
2023-01-16,RAIL3.SA,3399
2023-01-17,AURE3.SA,3393
2023-01-17,CPLE6.SA,100
2023-01-17,EQTL3.SA,30
2023-01-17,ITSA4.SA,6274
2023-01-18,AURE3.SA,3393
2023-01-18,CPLE6.SA,50
2023-01-18,EQTL3.SA,15
2023-01-18,ITSA4.SA,6274
2023-01-19,AURE3.SA,3393
2023-01-19,CPLE6.SA,25
2023-01-19,EQTL3.SA,8
2023-01-19,ITSA4.SA,6274
2023-01-20,AURE3.SA,3393
2023-01-20,CPLE6.SA,13
2023-01-20,EQTL3.SA,4
2023-01-20,ITSA4.SA,6274
2023-01-23,AURE3.SA,3393
2023-01-23,CPLE6.SA,7
2023-01-23,EQTL3.SA,2
2023-01-23,ITSA4.SA,6274
2023-01-23,ABEV3.SA,4724
2023-01-23,B3SA3.SA,5004
2023-01-23,BBAS3.SA,3188
2023-01-23,BBDC4.SA,4352
2023-01-23,BEEF3.SA,4113
2023-01-24,AURE3.SA,3393
2023-01-24,CPLE6.SA,4
2023-01-24,EQTL3.SA,1
2023-01-24,ITSA4.SA,6274
2023-01-25,AURE3.SA,3393
2023-01-25,CPLE6.SA,2
2023-01-25,EQTL3.SA,1
2023-01-25,ITSA4.SA,6274
2023-01-26,AURE3.SA,3393
2023-01-26,CPLE6.SA,1
2023-01-26,EQTL3.SA,1
2023-01-26,ITSA4.SA,6274
2023-01-27,AURE3.SA,3393
2023-01-27,CPLE6.SA,1
2023-01-27,EQTL3.SA,1
2023-01-27,ITSA4.SA,6274
2023-01-30,AURE3.SA,3393
2023-01-30,CPLE6.SA,1
2023-01-30,EQTL3.SA,1
2023-01-30,ITSA4.SA,6274
2023-01-30,BPAC11.SA,2947
2023-01-30,CMIG4.SA,7276
2023-01-30,COGN3.SA,29010
2023-01-30,ELET3.SA,1516
2023-01-30,GGBR4.SA,2444
2023-01-31,AURE3.SA,3393
2023-01-31,CPLE6.SA,1
2023-01-31,EQTL3.SA,1
2023-01-31,ITSA4.SA,6274
2023-02-01,AURE3.SA,3393
2023-02-01,CPLE6.SA,1
2023-02-01,EQTL3.SA,1
2023-02-01,ITSA4.SA,6274
2023-02-02,AURE3.SA,3393
2023-02-02,CPLE6.SA,1
2023-02-02,EQTL3.SA,1
2023-02-02,ITSA4.SA,6274
2023-02-03,AURE3.SA,3393
2023-02-03,CPLE6.SA,1
2023-02-03,EQTL3.SA,1
2023-02-03,ITSA4.SA,6274
2023-02-06,AURE3.SA,3393
2023-02-06,CPLE6.SA,1
2023-02-06,EQTL3.SA,1
2023-02-06,ITSA4.SA,6274
2023-02-06,ITUB4.SA,2728
2023-02-06,LREN3.SA,3382
2023-02-06,MGLU3.SA,1559
2023-02-06,PETR3.SA,2235
2023-02-06,PETR4.SA,2509
2023-02-07,AURE3.SA,3393
2023-02-07,CPLE6.SA,1
2023-02-07,EQTL3.SA,1
2023-02-07,ITSA4.SA,6274
2023-02-07,ITUB4.SA,2728
2023-02-08,AURE3.SA,3393
2023-02-08,EQTL3.SA,1
2023-02-08,ITSA4.SA,6274
2023-02-08,ITUB4.SA,2728
2023-02-09,AURE3.SA,3393
2023-02-09,EQTL3.SA,1
2023-02-09,ITSA4.SA,6274
2023-02-09,ITUB4.SA,2728
2023-02-10,AURE3.SA,3393
2023-02-10,EQTL3.SA,1
2023-02-10,ITSA4.SA,6274
2023-02-10,ITUB4.SA,2728
2023-02-13,AURE3.SA,3393
2023-02-13,EQTL3.SA,1
2023-02-13,ITSA4.SA,6274
2023-02-13,ITUB4.SA,2728
2023-02-13,ABEV3.SA,4058
2023-02-13,B3SA3.SA,4422
2023-02-13,BBAS3.SA,2584
2023-02-13,BBDC4.SA,4114
2023-02-13,BEEF3.SA,3950
2023-02-14,AURE3.SA,3393
2023-02-14,EQTL3.SA,1
2023-02-14,ITSA4.SA,6274
2023-02-14,ITUB4.SA,2728
2023-02-15,AURE3.SA,3393
2023-02-15,EQTL3.SA,1
2023-02-15,ITSA4.SA,6274
2023-02-15,ITUB4.SA,2728
2023-02-16,AURE3.SA,3393
2023-02-16,EQTL3.SA,1
2023-02-16,ITSA4.SA,6274
2023-02-16,ITUB4.SA,2728
2023-02-17,AURE3.SA,3393
2023-02-17,EQTL3.SA,1
2023-02-17,ITSA4.SA,6274
2023-02-17,ITUB4.SA,2728
2023-02-22,AURE3.SA,3393
2023-02-22,EQTL3.SA,1
2023-02-22,ITSA4.SA,6274
2023-02-22,ITUB4.SA,2728
2023-02-23,AURE3.SA,3393
2023-02-23,EQTL3.SA,1
2023-02-23,ITSA4.SA,6274
2023-02-23,ITUB4.SA,2728
2023-02-24,AURE3.SA,3393
2023-02-24,EQTL3.SA,1
2023-02-24,ITSA4.SA,6274
2023-02-24,ITUB4.SA,2728
2023-02-27,AURE3.SA,3393
2023-02-27,EQTL3.SA,1
2023-02-27,ITSA4.SA,6274
2023-02-27,ITUB4.SA,2728
2023-02-27,BPAC11.SA,2587
2023-02-27,CMIG4.SA,6471
2023-02-27,COGN3.SA,24763
2023-02-27,CPLE6.SA,7382
2023-02-27,ELET3.SA,1519
2023-02-28,AURE3.SA,3393
2023-02-28,EQTL3.SA,1
2023-02-28,ITSA4.SA,6274
2023-02-28,ITUB4.SA,2728
2023-02-28,CPLE6.SA,3691
2023-03-01,AURE3.SA,3393
2023-03-01,EQTL3.SA,1
2023-03-01,ITSA4.SA,6274
2023-03-01,ITUB4.SA,2728
2023-03-01,CPLE6.SA,1846
2023-03-02,AURE3.SA,3393
2023-03-02,EQTL3.SA,1
2023-03-02,ITSA4.SA,6274
2023-03-02,ITUB4.SA,2728
2023-03-02,CPLE6.SA,923
2023-03-03,AURE3.SA,3393
2023-03-03,EQTL3.SA,1
2023-03-03,ITSA4.SA,3137
2023-03-03,ITUB4.SA,1364
2023-03-03,CPLE6.SA,462
2023-03-06,AURE3.SA,3393
2023-03-06,EQTL3.SA,1
2023-03-06,ITSA4.SA,1569
2023-03-06,ITUB4.SA,682
2023-03-06,CPLE6.SA,231
2023-03-06,ABEV3.SA,4667
2023-03-06,B3SA3.SA,5814
2023-03-06,BBAS3.SA,3230
2023-03-06,BBDC4.SA,4751
2023-03-07,AURE3.SA,3393
2023-03-07,EQTL3.SA,1
2023-03-07,ITSA4.SA,1569
2023-03-07,ITUB4.SA,341
2023-03-07,CPLE6.SA,116
2023-03-07,ABEV3.SA,4667
2023-03-08,AURE3.SA,3393
2023-03-08,EQTL3.SA,1
2023-03-08,ITSA4.SA,785
2023-03-08,ITUB4.SA,171
2023-03-08,CPLE6.SA,58
2023-03-08,ABEV3.SA,4667
2023-03-09,AURE3.SA,3393
2023-03-09,EQTL3.SA,1
2023-03-09,ITSA4.SA,785
2023-03-09,ITUB4.SA,86
2023-03-09,CPLE6.SA,29
2023-03-09,ABEV3.SA,4667
2023-03-10,AURE3.SA,3393
2023-03-10,EQTL3.SA,1
2023-03-10,ITSA4.SA,785
2023-03-10,ITUB4.SA,43
2023-03-10,CPLE6.SA,15
2023-03-10,ABEV3.SA,4667
2023-03-13,AURE3.SA,3393
2023-03-13,EQTL3.SA,1
2023-03-13,ITSA4.SA,785
2023-03-13,ITUB4.SA,22
2023-03-13,CPLE6.SA,8
2023-03-13,ABEV3.SA,4667
2023-03-13,BEEF3.SA,7579
2023-03-13,GGBR4.SA,4130
2023-03-13,LREN3.SA,5138
2023-03-14,AURE3.SA,3393
2023-03-14,EQTL3.SA,1
2023-03-14,ITSA4.SA,393
2023-03-14,ITUB4.SA,11
2023-03-14,CPLE6.SA,4
2023-03-14,ABEV3.SA,4667
2023-03-15,AURE3.SA,3393
2023-03-15,EQTL3.SA,1
2023-03-15,ITSA4.SA,197
2023-03-15,ITUB4.SA,6
2023-03-15,CPLE6.SA,2
2023-03-15,ABEV3.SA,4667
2023-03-16,AURE3.SA,3393
2023-03-16,EQTL3.SA,1
2023-03-16,ITSA4.SA,99
2023-03-16,ITUB4.SA,3
2023-03-16,CPLE6.SA,1
2023-03-16,ABEV3.SA,4667
2023-03-17,AURE3.SA,3393
2023-03-17,EQTL3.SA,1
2023-03-17,ITSA4.SA,50
2023-03-17,ITUB4.SA,2
2023-03-17,CPLE6.SA,1
2023-03-17,ABEV3.SA,4667
2023-03-20,AURE3.SA,3393
2023-03-20,EQTL3.SA,1
2023-03-20,ITSA4.SA,25
2023-03-20,ITUB4.SA,1
2023-03-20,ABEV3.SA,4667
2023-03-20,BPAC11.SA,3627
2023-03-20,CMIG4.SA,8877
2023-03-20,COGN3.SA,32200
2023-03-20,ELET3.SA,2224
2023-03-21,AURE3.SA,3393
2023-03-21,EQTL3.SA,1
2023-03-21,ITSA4.SA,13
2023-03-21,ITUB4.SA,1
2023-03-21,ABEV3.SA,4667
2023-03-22,AURE3.SA,3393
2023-03-22,EQTL3.SA,1
2023-03-22,ITSA4.SA,13
2023-03-22,ITUB4.SA,1
2023-03-22,ABEV3.SA,4667
2023-03-23,AURE3.SA,3393
2023-03-23,EQTL3.SA,1
2023-03-23,ITSA4.SA,13
2023-03-23,ITUB4.SA,1
2023-03-23,ABEV3.SA,4667
2023-03-24,AURE3.SA,3393
2023-03-24,EQTL3.SA,1
2023-03-24,ITSA4.SA,13
2023-03-24,ITUB4.SA,1
2023-03-24,ABEV3.SA,4667
2023-03-27,AURE3.SA,3393
2023-03-27,EQTL3.SA,1
2023-03-27,ITSA4.SA,13
2023-03-27,ITUB4.SA,1
2023-03-27,ABEV3.SA,4667
2023-03-27,B3SA3.SA,6708
2023-03-27,BBAS3.SA,3768
2023-03-27,BBDC4.SA,5569
2023-03-27,MGLU3.SA,2341
2023-03-28,AURE3.SA,3393
2023-03-28,EQTL3.SA,1
2023-03-28,ITSA4.SA,13
2023-03-28,ITUB4.SA,1
2023-03-28,ABEV3.SA,4667
2023-03-29,AURE3.SA,3393
2023-03-29,EQTL3.SA,1
2023-03-29,ITSA4.SA,13
2023-03-29,ITUB4.SA,1
2023-03-29,ABEV3.SA,4667
2023-03-30,AURE3.SA,1697
2023-03-30,EQTL3.SA,1
2023-03-30,ITSA4.SA,13
2023-03-30,ITUB4.SA,1
2023-03-30,ABEV3.SA,4667
2023-03-31,AURE3.SA,849
2023-03-31,EQTL3.SA,1
2023-03-31,ITSA4.SA,13
2023-03-31,ITUB4.SA,1
2023-03-31,ABEV3.SA,4667
2023-04-03,AURE3.SA,425
2023-04-03,EQTL3.SA,1
2023-04-03,ITSA4.SA,13
2023-04-03,ITUB4.SA,1
2023-04-03,ABEV3.SA,4667
2023-04-03,BEEF3.SA,7244
2023-04-03,CPLE6.SA,11001
2023-04-03,GGBR4.SA,3619
2023-04-03,LREN3.SA,5061
2023-04-04,AURE3.SA,213
2023-04-04,EQTL3.SA,1
2023-04-04,ITSA4.SA,13
2023-04-04,ITUB4.SA,1
2023-04-04,ABEV3.SA,4667
2023-04-04,CPLE6.SA,5501
2023-04-05,AURE3.SA,107
2023-04-05,EQTL3.SA,1
2023-04-05,ITSA4.SA,13
2023-04-05,ITUB4.SA,1
2023-04-05,ABEV3.SA,4667
2023-04-05,CPLE6.SA,2751
2023-04-06,AURE3.SA,54
2023-04-06,EQTL3.SA,1
2023-04-06,ITSA4.SA,13
2023-04-06,ITUB4.SA,1
2023-04-06,ABEV3.SA,4667
2023-04-06,CPLE6.SA,1376
2023-04-10,AURE3.SA,27
2023-04-10,EQTL3.SA,1
2023-04-10,ITSA4.SA,13
2023-04-10,ITUB4.SA,1
2023-04-10,ABEV3.SA,4667
2023-04-10,CPLE6.SA,688
2023-04-10,BPAC11.SA,4617
2023-04-10,CMIG4.SA,10495
2023-04-10,COGN3.SA,52985
2023-04-11,AURE3.SA,14
2023-04-11,EQTL3.SA,1
2023-04-11,ITSA4.SA,13
2023-04-11,ITUB4.SA,1
2023-04-11,ABEV3.SA,4667
2023-04-11,CPLE6.SA,344
2023-04-12,AURE3.SA,7
2023-04-12,EQTL3.SA,1
2023-04-12,ITSA4.SA,13
2023-04-12,ITUB4.SA,1
2023-04-12,ABEV3.SA,4667
2023-04-12,CPLE6.SA,172
2023-04-13,AURE3.SA,4
2023-04-13,EQTL3.SA,1
2023-04-13,ITSA4.SA,13
2023-04-13,ITUB4.SA,1
2023-04-13,ABEV3.SA,4667
2023-04-13,CPLE6.SA,86
2023-04-14,AURE3.SA,2
2023-04-14,EQTL3.SA,1
2023-04-14,ITSA4.SA,13
2023-04-14,ITUB4.SA,1
