date,asof_date,ticker,drawdown_20d,drawdown_60d,var_95,cvar_95,vol_ratio,below_sma_100,below_sma_200,beta,triggered_rule,action
2023-01-03,2023-01-02,BPAC11.SA,0.0865306464993224,0.23903436664805366,nan,nan,nan,True,True,,HARD_STOP,ZERO
2023-01-03,2023-01-02,CMIG4.SA,0.03621911058730909,0.08010117664841954,nan,nan,nan,True,True,,DEFAULT_HOLD,HOLD
2023-01-03,2023-01-02,COGN3.SA,0.06818186005284876,0.38066465626739066,nan,nan,nan,True,True,,HARD_STOP,ZERO
2023-01-03,2023-01-02,CPLE6.SA,0.048567952223534716,0.12585811145625725,nan,nan,nan,False,False,,,HOLD
2023-01-04,2023-01-03,ABEV3.SA,0.11713390966558768,0.15352447610293807,nan,nan,nan,True,True,,,HOLD
2023-01-04,2023-01-03,AURE3.SA,0.055149495892832134,0.055149495892832134,nan,nan,nan,True,False,,DEFAULT_HOLD,HOLD
2023-01-04,2023-01-03,B3SA3.SA,0.11773471793767576,0.2410256498037081,nan,nan,nan,True,True,,,HOLD
2023-01-04,2023-01-03,BBAS3.SA,0.08211478826982777,0.26947181811305,nan,nan,nan,True,True,,,HOLD
2023-01-04,2023-01-03,BBDC4.SA,0.07651714110077168,0.3323795680296342,nan,nan,nan,True,True,,,HOLD
2023-01-04,2023-01-03,BEEF3.SA,0.0478394972017091,0.18655240009711505,nan,nan,nan,True,True,,,HOLD
2023-01-04,2023-01-03,BPAC11.SA,0.13020410343092315,0.27541653939119193,nan,nan,nan,True,True,,,HOLD
2023-01-04,2023-01-03,CMIG4.SA,0.05918728698868658,0.10202358523553512,nan,nan,nan,True,True,,DEFAULT_HOLD,HOLD
2023-01-04,2023-01-03,COGN3.SA,0.11363636117336184,0.41087610834028543,nan,nan,nan,True,True,,,HOLD
2023-01-04,2023-01-03,CPLE6.SA,0.06600252254148731,0.14187637388424768,nan,nan,nan,False,False,,,HOLD
2023-01-05,2023-01-04,ABEV3.SA,0.109375,0.14874550807427178,0.0227491637915876,0.034768079014276504,1.0161418109412828,True,True,,,HOLD
2023-01-05,2023-01-04,AURE3.SA,0.036544862708603576,0.036544862708603576,nan,nan,nan,False,False,,DEFAULT_HOLD,HOLD
2023-01-05,2023-01-04,B3SA3.SA,0.11102829825986416,0.2352564093942786,0.03950688793945687,0.0558160362426302,1.282745054939502,True,True,,,HOLD
2023-01-05,2023-01-04,BBAS3.SA,0.06820739008365773,0.26007159472957053,0.0335743846978566,0.04716249296155631,1.263656050702901,True,True,,,HOLD
2023-01-05,2023-01-04,BBDC4.SA,0.07387862116306498,0.3227206815298169,0.02873259781212912,0.05078880504562019,1.4335798447747552,True,True,,,HOLD
2023-01-05,2023-01-04,BEEF3.SA,0.011574044605614064,0.15557018093659747,0.03585776571278851,0.0535292827538428,1.2196603568775282,True,True,,,HOLD
2023-01-05,2023-01-04,BPAC11.SA,0.10244898893395249,0.2522951416113951,0.04317954262697325,0.05303586672280746,1.1958434429106997,True,True,,,HOLD
2023-01-05,2023-01-04,CMIG4.SA,0.04770325354844995,0.09106243320912222,0.032064292148200495,0.04661415046616349,1.1368342516020629,True,True,,DEFAULT_HOLD,HOLD
2023-01-05,2023-01-04,COGN3.SA,0.0772727602769514,0.3867069466819696,0.04978109850811758,0.06532144319005316,0.9092737081449129,True,True,,,HOLD
2023-01-05,2023-01-04,CPLE6.SA,0.0398505482672763,0.1178488710955492,0.029103929416345334,0.03844290581276734,1.6356395777769903,False,False,,,HOLD
2023-01-06,2023-01-05,ABEV3.SA,0.08980890856954138,0.14635602405993864,0.0227491637915876,0.034768079014276504,0.9518897420321912,True,True,,,HOLD
2023-01-06,2023-01-05,AURE3.SA,0.03189372025431225,0.03189372025431225,nan,nan,nan,False,False,,DEFAULT_HOLD,HOLD
2023-01-06,2023-01-05,B3SA3.SA,0.08345751707837401,0.21153846859226544,0.03950688793945687,0.0558160362426302,1.2905800529862146,True,True,,,HOLD
2023-01-06,2023-01-05,BBAS3.SA,0.0201246912992894,0.22627575070048533,0.0335743846978566,0.04716249296155631,1.2869896227117932,True,True,,,HOLD
2023-01-06,2023-01-05,BBDC4.SA,0.03364117638621844,0.29329474471614736,0.02873259781212912,0.05078880504562019,1.4494644294151855,True,True,,,HOLD
2023-01-06,2023-01-05,BEEF3.SA,0.0,0.13777192762536106,0.03585776571278851,0.0535292827538428,1.224322581839221,True,True,,,HOLD
2023-01-06,2023-01-05,BPAC11.SA,0.07224491664341515,0.2271336395727176,0.04317954262697325,0.05303586672280746,1.2013856813100299,True,True,,,HOLD
2023-01-06,2023-01-05,CMIG4.SA,0.025962389148479814,0.08263069739319706,0.032064292148200495,0.04661415046616349,1.1275131360917996,True,True,,DEFAULT_HOLD,HOLD
2023-01-06,2023-01-05,COGN3.SA,0.055299594358818815,0.38066465626739066,0.04978109850811758,0.06532144319005316,0.9137209530679274,True,True,,,HOLD
2023-01-06,2023-01-05,CPLE6.SA,0.032869819158016456,0.1247138718923202,0.029103929416345334,0.03844290581276734,1.6344897154968505,False,False,,,HOLD
2023-01-09,2023-01-06,ABEV3.SA,0.07672472704685496,0.14456392529163686,0.0227491637915876,0.034768079014276504,0.9488429224489762,True,True,,,HOLD
2023-01-09,2023-01-06,AURE3.SA,0.031229253227395448,0.031229253227395448,nan,nan,nan,False,False,,DEFAULT_HOLD,HOLD
2023-01-09,2023-01-06,B3SA3.SA,0.061847982040792004,0.19294872790241901,0.03950688793945687,0.0558160362426302,1.2957634848946498,True,True,,,HOLD
2023-01-09,2023-01-06,BBAS3.SA,0.006519261626825701,0.21553269924663998,0.0335743846978566,0.04716249296155631,1.2893264215195208,True,True,,,HOLD
2023-01-09,2023-01-06,BBDC4.SA,0.006596268390627991,0.2735166062626915,0.02873259781212912,0.05078880504562019,1.4573183191156656,True,True,,,HOLD
2023-01-09,2023-01-06,BEEF3.SA,0.0,0.12524717264170548,0.03585776571278851,0.0535292827538428,1.2088251289493297,True,True,,,HOLD
2023-01-09,2023-01-06,BPAC11.SA,0.06693875059789545,0.22271333801577375,0.04311528022899933,0.053028108397568094,1.208081657321467,True,True,,,HOLD
2023-01-09,2023-01-06,CMIG4.SA,0.025962389148479814,0.08263069739319706,0.03137509788034847,0.04661415046616349,1.1321362913393391,True,True,,DEFAULT_HOLD,HOLD
2023-01-09,2023-01-06,COGN3.SA,0.0368664328626489,0.3685800754382328,0.04902657949990859,0.06407723485779268,0.924154264643577,True,True,,,HOLD
2023-01-09,2023-01-06,CPLE6.SA,0.04677639011289014,0.1372997976419944,0.029103929416345334,0.03844290581276734,1.6356250348189896,False,False,,,HOLD
2023-01-10,2023-01-09,ABEV3.SA,0.05759163153269253,0.13978495726297058,0.0227491637915876,0.034768079014276504,0.9458307216333663,True,True,,,HOLD
2023-01-10,2023-01-09,AURE3.SA,0.04717608167101983,0.04717608167101983,nan,nan,nan,False,False,,DEFAULT_HOLD,HOLD
2023-01-10,2023-01-09,B3SA3.SA,0.07451564786251175,0.20384616842401537,0.03950688793945687,0.0558160362426302,1.2899807890654158,True,True,,,HOLD
2023-01-10,2023-01-09,BBAS3.SA,0.016156454493947092,0.22314237136538673,0.0335743846978566,0.04716249296155631,1.2825680857451398,True,True,,,HOLD
2023-01-10,2023-01-09,BBDC4.SA,0.03298153067497245,0.29281234099677145,0.02873259781212912,0.05078880504562019,1.4606739742509258,True,True,,,HOLD
2023-01-10,2023-01-09,BEEF3.SA,0.0,0.11997361144831631,0.03585776571278851,0.0535292827538428,1.2089729555078774,True,True,,,HOLD
2023-01-10,2023-01-09,BPAC11.SA,0.07591839225924746,0.23019382838791103,0.04311528022899933,0.053028108397568094,1.209518576753643,True,True,,,HOLD
2023-01-10,2023-01-09,CMIG4.SA,0.0008952586255216444,0.059021941642896425,0.03137509788034847,0.04661415046616349,1.1367464849244,True,True,,DEFAULT_HOLD,HOLD
2023-01-10,2023-01-09,COGN3.SA,0.027649852114563944,0.36253778502365386,0.04902657949990859,0.06407723485779268,0.9264001581195246,True,True,,,HOLD
2023-01-10,2023-01-09,CPLE6.SA,0.05562586172120232,0.14530887428263328,0.029103929416345334,0.03844290581276734,1.6351830262489264,False,False,,DEFAULT_HOLD,HOLD
2023-01-11,2023-01-10,ABEV3.SA,0.04842930523888633,0.1314217347279083,0.0227491637915876,0.034768079014276504,0.9507432790052245,True,True,,,HOLD
2023-01-11,2023-01-10,AURE3.SA,0.05714289697358277,0.05714289697358277,nan,nan,nan,True,False,,DEFAULT_HOLD,HOLD
2023-01-11,2023-01-10,B3SA3.SA,0.041728794071016706,0.1756410678070981,0.03950688793945687,0.0558160362426302,1.2913545607760375,True,False,,,HOLD
2023-01-11,2023-01-10,BBAS3.SA,0.0,0.20993735461162577,0.0335743846978566,0.04716249296155631,1.2851415065676126,True,True,,,HOLD
2023-01-11,2023-01-10,BBDC4.SA,0.003957748452921295,0.27158703738973855,0.02873259781212912,0.05078880504562019,1.470337089540818,True,True,,,HOLD
2023-01-11,2023-01-10,BEEF3.SA,0.0,0.11338169138948395,0.03585776571278851,0.0535292827538428,1.1635149057804184,True,False,,,HOLD
2023-01-11,2023-01-10,BPAC11.SA,0.026122424067283156,0.1887112977169536,0.04311528022899933,0.053028108397568094,1.22839330886735,True,True,,,HOLD
2023-01-11,2023-01-10,CMIG4.SA,0.0,0.053962900153341375,0.03137509788034847,0.04661415046616349,1.1323258279629769,True,True,,DEFAULT_HOLD,HOLD
2023-01-11,2023-01-10,COGN3.SA,0.0,0.3323262609209757,0.04902657949990859,0.06407723485779268,0.9432308853145583,True,True,,,HOLD
2023-01-11,2023-01-10,CPLE6.SA,0.059418595781489336,0.14874142925437517,0.029103929416345334,0.03844290581276734,1.6233926100887008,False,False,,DEFAULT_HOLD,HOLD
2023-01-12,2023-01-11,ABEV3.SA,0.061720263206605064,0.14635602405993864,0.0227491637915876,0.034768079014276504,0.9542140322449009,True,True,,,HOLD
2023-01-12,2023-01-11,AURE3.SA,0.02458470969235349,0.02458470969235349,nan,nan,nan,False,False,,DEFAULT_HOLD,HOLD
2023-01-12,2023-01-11,B3SA3.SA,0.0,0.1378205461301425,0.03950688793945687,0.0558160362426302,1.3023342673935199,False,False,,,HOLD
2023-01-12,2023-01-11,BBAS3.SA,0.0,0.19874666534159724,0.0335743846978566,0.04716249296155631,1.2875126308624159,True,True,,,HOLD
2023-01-12,2023-01-11,BBDC4.SA,0.0,0.2571152938448671,0.02873259781212912,0.05078880504562019,1.474933669737804,True,True,,,HOLD
2023-01-12,2023-01-11,BEEF3.SA,0.0,0.04482533300961633,0.03585776571278851,0.0535292827538428,1.1628629662428058,False,False,,,HOLD
2023-01-12,2023-01-11,BPAC11.SA,0.044081629539022615,0.2036722136074831,0.04311528022899933,0.053028108397568094,1.2296530551212446,True,True,,,HOLD
2023-01-12,2023-01-11,CMIG4.SA,0.0,0.01517701993437548,0.03137509788034847,0.04661415046616349,1.140885073207895,False,False,,DEFAULT_HOLD,HOLD
2023-01-12,2023-01-11,COGN3.SA,0.0,0.3232628252991073,0.04902657949990859,0.06407723485779268,0.9411113765383982,True,True,,,HOLD
2023-01-12,2023-01-11,CPLE6.SA,0.01517075534188006,0.10869560946432977,0.029103929416345334,0.03844290581276734,1.624472498313834,False,False,,DEFAULT_HOLD,HOLD
2023-01-13,2023-01-12,ABEV3.SA,0.07419561357391058,0.15770605888557288,0.0227491637915876,0.034768079014276504,0.956936506084767,True,True,,,HOLD
2023-01-13,2023-01-12,AURE3.SA,0.0,0.0,nan,nan,nan,False,False,,DEFAULT_HOLD,HOLD
2023-01-13,2023-01-12,B3SA3.SA,0.005947949802270314,0.14294874624230935,0.03950688793945687,0.0558160362426302,1.2996128815094723,False,False,,,HOLD
2023-01-13,2023-01-12,BBAS3.SA,0.006424568355806848,0.20389437216042838,0.0335743846978566,0.04716249296155631,1.2862591288552725,True,True,,,HOLD
2023-01-13,2023-01-12,BBDC4.SA,0.02337660166199429,0.2744814137014433,0.02873259781212912,0.05078880504562019,1.4748968005050067,True,True,,,HOLD
2023-01-13,2023-01-12,BEEF3.SA,0.0,0.039551771816227155,0.03585776571278851,0.0535292827538428,1.1553629266196757,False,False,,,HOLD
2023-01-13,2023-01-12,BPAC11.SA,0.0714285714285714,0.2264535832018424,0.04311528022899933,0.053028108397568094,1.2354457260250995,True,True,,,HOLD
2023-01-13,2023-01-12,CMIG4.SA,0.009417844206782822,0.024451929331893107,0.03137509788034847,0.04661415046616349,1.1157448430042838,False,False,,DEFAULT_HOLD,HOLD
2023-01-13,2023-01-12,COGN3.SA,0.017857125751218117,0.3353474061282652,0.04902657949990859,0.06407723485779268,0.9425503652808098,True,True,,,HOLD
2023-01-13,2023-01-12,CPLE6.SA,0.02275610286294194,0.11556061026110076,0.029103929416345334,0.03844290581276734,1.6185296133047262,False,False,,DEFAULT_HOLD,HOLD
2023-01-16,2023-01-13,ABEV3.SA,0.08864080553985232,0.17084824944930155,0.0227491637915876,0.034768079014276504,0.9640628725354977,True,True,,,HOLD
2023-01-16,2023-01-13,AURE3.SA,0.017928316749047157,0.017928316749047157,nan,nan,nan,False,False,,DEFAULT_HOLD,HOLD
2023-01-16,2023-01-13,B3SA3.SA,0.021561335759518685,0.15641028681998892,0.03950688793945687,0.0558160362426302,1.3036519437836678,False,False,,,HOLD
2023-01-16,2023-01-13,BBAS3.SA,0.004189880289895642,0.20210382089569567,0.0335743846978566,0.04716249296155631,1.2843467133202497,True,True,,,HOLD
2023-01-16,2023-01-13,BBDC4.SA,0.026623367374553175,0.27689338629377214,0.02873259781212912,0.05078880504562019,1.4733598858886947,True,True,,,HOLD
2023-01-16,2023-01-13,BEEF3.SA,0.0,0.0,0.03585776571278851,0.0535292827538428,1.1613102401603943,False,False,,,HOLD
2023-01-16,2023-01-13,BPAC11.SA,0.09673472813197548,0.24753487672275865,0.04311528022899933,0.053028108397568094,1.2345351336598644,True,True,,,HOLD
2023-01-16,2023-01-13,CMIG4.SA,0.022260359034213972,0.03709953305578084,0.03137509788034847,0.04661415046616349,1.0955021697761076,False,False,,DEFAULT_HOLD,HOLD
2023-01-16,2023-01-13,COGN3.SA,0.04464281437804518,0.353474277372002,0.04902657949990859,0.06407723485779268,0.9404689298302253,True,True,,,HOLD
2023-01-16,2023-01-13,CPLE6.SA,0.0164350000286424,0.10983979445491043,0.029103929416345334,0.03844290581276734,1.6176848876270333,False,False,,DEFAULT_HOLD,HOLD
2023-01-17,2023-01-16,ABEV3.SA,0.1332895465519569,0.21146953466275764,0.023063910086875212,0.03678465820586269,1.0213607279960024,True,True,,,HOLD
2023-01-17,2023-01-16,AURE3.SA,0.0006640258036653135,0.0006640258036653135,nan,nan,nan,False,False,,DEFAULT_HOLD,HOLD
2023-01-17,2023-01-16,B3SA3.SA,0.037174721716766945,0.1698718273976686,0.03950688793945687,0.0558160362426302,1.3018924204001747,True,False,,,HOLD
2023-01-17,2023-01-16,BBAS3.SA,0.005307224322851245,0.20299909652806203,0.0335743846978566,0.04716249296155631,1.256039276663126,True,True,,,HOLD
2023-01-17,2023-01-16,BBDC4.SA,0.056493500461665125,0.299083451335006,0.02901375400682088,0.050936549201121235,1.4774531732557947,True,True,,,HOLD
2023-01-17,2023-01-16,BEEF3.SA,0.00655740206358868,0.00655740206358868,0.03585776571278851,0.0535292827538428,1.1641175412745066,False,False,,,HOLD
2023-01-17,2023-01-16,BPAC11.SA,0.13387757904675546,0.27847672820638536,0.04311528022899933,0.053028108397568094,1.2419705749875596,True,True,,,HOLD
2023-01-17,2023-01-16,CMIG4.SA,0.03167809709573832,0.04637433791900869,0.03137509788034847,0.04661415046616349,1.0952160074356503,False,False,,DEFAULT_HOLD,HOLD
2023-01-17,2023-01-16,COGN3.SA,0.07142860944173757,0.37160122064552226,0.04902657949990859,0.06407723485779268,0.9398898283963226,True,True,,,HOLD
2023-01-17,2023-01-16,CPLE6.SA,0.02654883692322907,0.11899316523284265,0.029103929416345334,0.03844290581276734,1.6144755114444358,False,False,,DEFAULT_HOLD,HOLD
2023-01-18,2023-01-17,ABEV3.SA,0.05198360019363113,0.1720430199413644,0.023063910086875212,0.03678465820586269,1.0784440659595853,True,True,,,HOLD
2023-01-18,2023-01-17,AURE3.SA,0.003984091497005848,0.003984091497005848,nan,nan,nan,False,False,,DEFAULT_HOLD,HOLD
2023-01-18,2023-01-17,B3SA3.SA,0.032713723912486836,0.16602564674705977,0.03950688793945687,0.0558160362426302,1.3091444211846157,True,False,,,HOLD
2023-01-18,2023-01-17,BBAS3.SA,0.0,0.1562220119642156,0.0335743846978566,0.04716249296155631,1.260399106339202,False,False,,,HOLD
2023-01-18,2023-01-17,BBDC4.SA,0.049999969036547354,0.29425950615034835,0.02901375400682088,0.050936549201121235,1.4772802786679684,True,True,,,HOLD
2023-01-18,2023-01-17,BEEF3.SA,0.0019671956046682926,0.0019671956046682926,0.03585776571278851,0.0535292827538428,1.1637844114914824,False,False,,,HOLD
2023-01-18,2023-01-17,BPAC11.SA,0.09102038947903379,0.24277454698037715,0.04311528022899933,0.053028108397568094,1.258870784934059,True,True,,,HOLD
2023-01-18,2023-01-17,CMIG4.SA,0.0025685029654862745,0.017706540679153004,0.03137509788034847,0.04661415046616349,1.1008476073469242,False,False,,DEFAULT_HOLD,HOLD
2023-01-18,2023-01-17,COGN3.SA,0.05357148369051945,0.3595166398163644,0.04902657949990859,0.06407723485779268,0.945748534686821,True,True,,,HOLD
2023-01-18,2023-01-17,CPLE6.SA,0.02654883692322907,0.11899316523284265,0.029103929416345334,0.03844290581276734,1.615853527585695,False,False,,DEFAULT_HOLD,HOLD
2023-01-19,2023-01-18,ABEV3.SA,0.05745555124235002,0.17682198797003068,0.023063910086875212,0.03678465820586269,1.070889813270096,True,True,,,HOLD
2023-01-19,2023-01-18,AURE3.SA,0.03253656780475389,0.03253656780475389,nan,nan,nan,False,False,,DEFAULT_HOLD,HOLD
2023-01-19,2023-01-18,B3SA3.SA,0.027509285561789,0.16153848693215578,0.03950688793945687,0.0558160362426302,1.2924692457708482,False,False,,,HOLD
2023-01-19,2023-01-18,BBAS3.SA,0.0,0.04875619520583663,0.0335743846978566,0.04716249296155631,1.2527429606556422,False,False,,,HOLD
2023-01-19,2023-01-18,BBDC4.SA,0.0357142370574316,0.25638453219479485,0.02901375400682088,0.050936549201121235,1.4722023360798,True,True,,,HOLD
2023-01-19,2023-01-18,BEEF3.SA,0.0,0.0,0.03585776571278851,0.0535292827538428,1.1647009331781912,False,False,,,HOLD
2023-01-19,2023-01-18,BPAC11.SA,0.07265308925083702,0.22747366775815525,0.04311528022899933,0.053028108397568094,1.2484880888982783,True,True,,,HOLD
2023-01-19,2023-01-18,CMIG4.SA,0.0,0.013490672771190426,0.03137509788034847,0.04661415046616349,1.0915241527308264,False,False,,DEFAULT_HOLD,HOLD
2023-01-19,2023-01-18,COGN3.SA,0.026785688626827175,0.3413896965428441,0.04902657949990859,0.06407723485779268,0.9516000463286186,True,True,,,HOLD
2023-01-19,2023-01-18,CPLE6.SA,0.02149191847593568,0.1144164798438766,0.029103929416345334,0.03844290581276734,1.6112452811517823,False,False,,DEFAULT_HOLD,HOLD
2023-01-20,2023-01-19,ABEV3.SA,0.06703143296220704,0.1851851535353004,0.023063910086875212,0.03678465820586269,1.0725689287109959,True,True,,,HOLD
2023-01-20,2023-01-19,AURE3.SA,0.011288185362366199,0.011288185362366199,nan,nan,nan,False,False,,DEFAULT_HOLD,HOLD
2023-01-20,2023-01-19,B3SA3.SA,0.03568769881362199,0.1685897468031432,0.03950688793945687,0.0558160362426302,1.2798347467804627,True,False,,,HOLD
2023-01-20,2023-01-19,BBAS3.SA,0.0,0.01012396173562069,0.0335743846978566,0.04716249296155631,1.1054247015651157,False,False,,,HOLD
2023-01-20,2023-01-19,BBDC4.SA,0.03376620240065842,0.2548822921345696,0.02901375400682088,0.050936549201121235,1.456372384401545,True,True,,,HOLD
2023-01-20,2023-01-19,BEEF3.SA,0.0,0.0,0.03585776571278851,0.0535292827538428,1.1644493981371875,False,False,,,HOLD
2023-01-20,2023-01-19,BPAC11.SA,0.1000000311403858,0.25025503735251453,0.04311528022899933,0.053028108397568094,1.2545688669423007,True,True,,,HOLD
2023-01-20,2023-01-19,CMIG4.SA,0.0017094082302517855,0.01517701993437548,0.03137509788034847,0.04661415046616349,1.090179655676927,False,False,,DEFAULT_HOLD,HOLD
2023-01-20,2023-01-19,COGN3.SA,0.035714251502436234,0.34743198695742306,0.04902657949990859,0.06407723485779268,0.95306041763402,True,True,,,HOLD
2023-01-20,2023-01-19,CPLE6.SA,0.01264226596835527,0.10640723948316844,0.029103929416345334,0.03844290581276734,1.5935954793086253,False,False,,DEFAULT_HOLD,HOLD
2023-01-23,2023-01-20,ABEV3.SA,0.07455541457729686,0.19175627730206102,0.023063910086875212,0.03678465820586269,1.065608302567242,True,True,,,HOLD
2023-01-23,2023-01-20,AURE3.SA,0.017928316749047157,0.017928316749047157,nan,nan,nan,False,False,,DEFAULT_HOLD,HOLD
2023-01-23,2023-01-20,B3SA3.SA,0.05055757331929789,0.18141024708356013,0.03950688793945687,0.0558160362426302,1.2795156569058377,True,False,,,HOLD
2023-01-23,2023-01-20,BBAS3.SA,0.0,0.0,0.0335743846978566,0.04716249296155631,1.1079907401039377,False,False,,,HOLD
2023-01-23,2023-01-20,BBDC4.SA,0.04740256885188132,0.2653980680668472,0.02901375400682088,0.050936549201121235,1.4573452134656804,True,True,,,HOLD
2023-01-23,2023-01-20,BEEF3.SA,0.0,0.0,0.03585776571278851,0.0535292827538428,1.1522511577899144,False,False,,,HOLD
2023-01-23,2023-01-20,BPAC11.SA,0.1269388004225127,0.27269637876143615,0.04311528022899933,0.053028108397568094,1.2651152261723024,True,True,,,HOLD
2023-01-23,2023-01-20,CMIG4.SA,0.028205235799153683,0.04131540096374342,0.03137509788034847,0.04661415046616349,1.0903059018380232,False,False,,DEFAULT_HOLD,HOLD
2023-01-23,2023-01-20,COGN3.SA,0.031249970064631705,0.3444108417501336,0.04902657949990859,0.06407723485779268,0.9467232900954388,True,True,,,HOLD
2023-01-23,2023-01-20,CPLE6.SA,0.02275610286294194,0.11556061026110076,0.029103929416345334,0.03844290581276734,1.5957727310809255,False,False,,DEFAULT_HOLD,HOLD
2023-01-24,2023-01-23,ABEV3.SA,0.07766323708782341,0.19832734409902897,0.023063910086875212,0.03678465820586269,1.0603150913884976,True,True,,HARD_STOP,ZERO
2023-01-24,2023-01-23,AURE3.SA,0.0232403965283976,0.0232403965283976,nan,nan,nan,False,False,,DEFAULT_HOLD,HOLD
2023-01-24,2023-01-23,B3SA3.SA,0.059479568927857995,0.18910260838477777,0.03950688793945687,0.0558160362426302,1.2814707038696724,True,False,,DEFAULT_HOLD,HOLD
2023-01-24,2023-01-23,BBAS3.SA,0.007486878945479392,0.007486878945479392,0.0335743846978566,0.04716249296155631,1.086914261592201,False,False,,DEFAULT_HOLD,HOLD
2023-01-24,2023-01-23,BBDC4.SA,0.0876623026776574,0.2964446332584879,0.02949014417467196,0.05193248028654483,1.4448722360752926,True,True,,,HOLD
2023-01-24,2023-01-23,BEEF3.SA,0.03546100468204283,0.03546100468204283,0.03585776571278851,0.0535292827538428,1.153354717848357,False,False,,,HOLD
2023-01-24,2023-01-23,BPAC11.SA,0.14536543483927689,0.2883372861690958,0.04311528022899933,0.053028108397568094,1.2739119715371798,True,True,,,HOLD
2023-01-24,2023-01-23,CMIG4.SA,0.04273509979248047,0.05564924731652643,0.03137509788034847,0.04661415046616349,1.06912285709429,True,True,,DEFAULT_HOLD,HOLD
2023-01-24,2023-01-23,COGN3.SA,0.035714251502436234,0.34743198695742306,0.04902657949990859,0.06407723485779268,0.9421037775702078,True,True,,,HOLD
2023-01-24,2023-01-23,CPLE6.SA,0.02781302131023533,0.12013729565006692,0.029103929416345334,0.03844290581276734,1.5945880774301988,False,False,,DEFAULT_HOLD,HOLD
2023-01-25,2023-01-24,ABEV3.SA,0.06460484685465429,0.18697730927339473,0.023063910086875212,0.03678465820586269,1.0364997145240722,True,True,,,HOLD
2023-01-25,2023-01-24,AURE3.SA,0.009296171276356291,0.009296171276356291,nan,nan,nan,False,False,,DEFAULT_HOLD,HOLD
2023-01-25,2023-01-24,B3SA3.SA,0.04535313496860005,0.17692308726865602,0.03950688793945687,0.0558160362426302,1.260753970295019,True,False,,DEFAULT_HOLD,HOLD
2023-01-25,2023-01-24,BBAS3.SA,0.012478163309409318,0.012478163309409318,0.0335743846978566,0.04716249296155631,1.0849763209491297,False,False,,DEFAULT_HOLD,HOLD
2023-01-25,2023-01-24,BBDC4.SA,0.07792206746688612,0.2889333852020114,0.02949014417467196,0.05193248028654483,1.4406346258039429,True,True,,,HOLD
2023-01-25,2023-01-24,BEEF3.SA,0.05029017892553189,0.05029017892553189,0.03585776571278851,0.0535292827538428,1.155000042293759,False,False,,,HOLD
2023-01-25,2023-01-24,BPAC11.SA,0.13393224652103575,0.278816756391823,0.04311528022899933,0.053028108397568094,1.2618969777487261,True,True,,,HOLD
2023-01-25,2023-01-24,CMIG4.SA,0.024786313374837277,0.037942602103083534,0.03137509788034847,0.04661415046616349,1.046174634396532,False,False,,DEFAULT_HOLD,HOLD
2023-01-25,2023-01-24,COGN3.SA,0.008928562875609058,0.32930511571368626,0.04902657949990859,0.06407723485779268,0.909710748455063,True,True,,,HOLD
2023-01-25,2023-01-24,CPLE6.SA,0.0164350000286424,0.10983979445491043,0.029103929416345334,0.03844290581276734,1.5815481420725546,False,False,,DEFAULT_HOLD,HOLD
